author,comment,published_at
@hauraviesta6591,"aku jdi ngerti masalah penyakit, makasih dok, dan makasi bg radit udh undang dokter hebat ini",2026-01-06T04:02:40Z
@NutayYauna-q6n,.,2026-01-06T04:01:10Z
@ainafidah3258,Tapi bner ya org hamil duluann itu sampe 7 turuann .. bude ku dlu hamil dluann . Trus anak ya cwe juga hamil duluann .. trus skeng cucu ya 2 cwe ssmua 😭,2026-01-06T04:01:04Z
@endahsrirahayu9791,❤,2026-01-06T04:01:02Z
@pheenz8519,Kematian akan membuat hidup kita menjadi berharga 😢,2026-01-06T04:00:19Z
@mayahanaf,Tips lahiran riel banget SM aku.... Jaga apapun kesehatan selama hamil... Masuk RS jam 3 lahiran jam 4,2026-01-06T03:58:05Z
@Myamieko,Enak banget denger penjelasan Dokter Gia di podcast ini langsung nangkep masuk otak aku. Berasa lagi belajar sama guru Biologi,2026-01-06T03:52:14Z
@SitiJumaroh-k4h,Gara2 nonton ini setiap mau makan jd inget omongan dokter 😂,2026-01-06T03:36:44Z
@HaiiniIcecram,"Gila gila , setiap penjelasan dari dokter gia gue betul"" pahamm",2026-01-06T03:36:18Z
@IntanLeanarante-r9b,Buku garda detak versi sound ini 😂,2026-01-06T03:36:07Z
@aguntriwanto911,"bang Radit, Bahas lebih spesifik tentang diabetes dan pra diabetes boleh kalik yak. biar kita aware gimana mitigasi nya dan kalau udah terlanjur bisa mengontrol nya gimanaa

thankyou dan sukses selalu bang Radit !",2026-01-06T03:35:47Z
@piopii_22,sumpah ngilu banget yang bagian jempolnya ilanggg,2026-01-06T03:32:20Z
@asetiyani,"kalau dr gia jadi guru biologi, kyknya banyak anak yg tertarik masuk kedokteran dh. enak banget penjelasannya 🥰🥰🥰",2026-01-06T03:24:12Z
@elzaainushabiha5839,Asiikk banget pembawaan nada bicaranya jadi sangat mudah dipahami 🤩,2026-01-06T03:17:27Z
@mysunshine73,aku lg mkn telur asin😅,2026-01-06T03:10:42Z
@kartolonimbus,"""dokter mah enak, Cina. Gak perlu sunat"" wkwkwkwkwk",2026-01-06T03:06:21Z
@fadlanibraathaya5566,Tolong undang lagi bang radit,2026-01-06T03:04:14Z
@wiwiwinarti3646,"Saya pernah nemuin anak sunat masal sama keluar semua kebun binatang kata kata kasar, ibunya cuma diem aja ,, dan akhirnya pas sunat juniornya kena jait banyak karna kakinya nendang""dokternya",2026-01-06T03:01:40Z
@SephiaAnggiaPutri,Ini podcast isinya daging semuaaa ya temen-temenn😮❤️,2026-01-06T02:58:45Z
@astrisekar5840,Seru bgtttt ky lg bimbel😭😭😭❤️,2026-01-06T02:55:10Z
@Salmaaimannimah,"12:10 pas bau busuk terus jempol nya ilang inget Bapak 2tahun lalu, sama jempol kaki nya juga item membusuk (ga sampe copot) sampe di amputasi dan sampe meninggal huhu. Diabetes nya 23 tahun dari tahun 2000-an. Al Fatihah buat Bapakku:')",2026-01-06T02:54:25Z
@shanisha2731,Woiii..gw yg nnton sambil makan..gak tau kalo ngebahas cacing ala2 spageti😭😭,2026-01-06T02:53:55Z
@andhikarefkiyudapratama4351,"GOKS, berasa nonton The Good Doctor ceritanya Dok Gia",2026-01-06T02:52:59Z
@jasminekrn,PLISSSSS AYOO PT 3 LAGII😭😭😭😭,2026-01-06T02:51:00Z
@safinasoamole8168,sering sering undang dr gia plssssbang Radit,2026-01-06T02:49:54Z
@idasusanti8211,Sangat mengedukasi..❤,2026-01-06T02:49:53Z
@NikenHemmas,"Ayah aku, usia 70th,beliau suka banget banget banget sama manis, setiap hari beliau selalu konsumsi manis tapi seminggu sekali main badminton, tp anehnya klo chek gula darah beliau bener2 normal, bahaya gak sih klo gt?",2026-01-06T02:48:34Z
@janimarsela974,pake kateter itu ide brilian bgt sih 😭😭😭 gue pernah pake itu pas gue susah pipis 😭,2026-01-06T02:47:49Z
@iaqueen7,Pernah rontgen pasien anak nelen bola bearing mobil😅,2026-01-06T02:46:20Z
@pradiptakurniawan4988,"awal sadar GDP 130.
BB 85 dgn TB 168.

saat ini GDP 80-90an. HBA1C 5.3-5.4 %

BB 58, TB 168.
HR istirahat 60an.

cukup IF dan olahraga teratur. Alhamdulillah sadar dan mau berubah.",2026-01-06T02:45:08Z
@maisiedwintari5143,Dengerin dr Gia berasa belajar biologi in a fun way...,2026-01-06T02:39:50Z
@sjdtnnisas7693,gue jg pernah pas kecil ngemut batre yg bulet kecil2 eh ketelennn,2026-01-06T02:31:56Z
@athayaputri6633,AKU SUKA BGT EPS INIIIII😭🤍🤍🤍,2026-01-06T02:28:59Z
@vinafahhiraa99,nonton sambil makan mie 😵‍💫🙄😓😖😖,2026-01-06T02:16:04Z
@keyyuliabatara,Dr gia sih asik seru cm radit tuh nyebelin bgt suka motong cerita😂,2026-01-06T02:10:24Z
@sihombingmatias9811,Seru dokkkkkk,2026-01-06T02:08:11Z
@AlfionikaHilda,Ending ya 🥺🥺🥺💔💔💔,2026-01-06T02:06:48Z
@tiaradleigh,"Somehow, aku sukaa bgt dokter satu ini klo ceritaaa, seruu, tegang, ngeryy juga ada complete deh, soalmya jarang jarang aku nntn sampe habis, baru ini pas yg part 1 nya sampe ada part 2 nya lgsg di gassss huhuuu makasiiiiii bg radittt uda ngadiriin dr. Gia lagi ❤❤",2026-01-06T01:58:01Z
@yunilahut9570,Mana sementara makan lagi nontonnya 😭🤲,2026-01-06T01:53:10Z
@marinaliana7705,"masyaallah , 55 menit ini bang radittt!!!!! tapi berasa 5 menit doang 😭😭😭 jangan bosen undang Dr.Gia yaaa bangg raditt",2026-01-06T01:51:53Z
@achmadjamhari3210,Undang ke temen nongkrong penulis harusnya,2026-01-06T01:36:39Z
@OurMediaDvmpiie,"cara jelasinnya bagus bgt dan detail, cocok jadi dosen juga sii dokter Giaa! karna mau terlihat rumit pun dokter tetap bisa menjelaskan dengan bahasa yg bisa dipahami dan detail",2026-01-06T01:35:54Z
@athalianatasha430,enak banget cara dokter menjelaskan semuanya. langsung masuk ke otak 🙌,2026-01-06T01:25:54Z
@kikiameliapurba8726,Dr. Gia sama Dr. Ikhsan seru ya 😅,2026-01-06T01:21:44Z
@ikoo0oo,Bjir nontonnya sambil makan 😭😭,2026-01-06T01:18:34Z
@agustintiwiirma,mashaallah dokter Gia orang Tasik 😍 salam dok satu kampung .. kalo pulang kampung update dok atau boleh dong Fun Meet gtu ditasik dok hihihii,2026-01-06T01:16:55Z
@milanehru9,aku seorang radiografer sangat relate sama kasus kasus yg bikin geleng geleng kepala yg di ceritain dr.Gia 😂 kadang heran tapi ini nyata dan unik,2026-01-06T01:14:44Z
@rimakusumawardani,Salam uit dok gia...😂,2026-01-06T01:10:48Z
@pputtt85,ditunggu podcast berikutnya bersama dr. gia lagiii bg raditt,2026-01-06T01:10:33Z
@rahma_p1866,"Aku ngk tahu kenapa, setiap dengar cerita dari dr. Gia tu kaya jatuh cinta terus. Suka banget sama gaya penyampaiannya ❤",2026-01-06T01:03:42Z
@ayukashei,Cerita Dr Gia ini pernah dijadiin film gasih?,2026-01-06T01:03:09Z
@dwirustanti1184,Part 3 nya bang,2026-01-06T01:01:14Z
@fitrianisawulandari9736,ini dr gia kalo kasih kuliah patofisiologi psti sgt menyenangkan,2026-01-06T00:48:40Z
@ibeoo,❤❤❤❤❤❤❤❤❤❤,2026-01-06T00:31:43Z
@serverlokal4397,Hpnya dr. Gia ini sony bukan sih?,2026-01-06T00:21:53Z
@Brachyura,"Syukur aja skrg pemerintah ada program cek kesehatan gratis, jd bisa cek dlu semua masyarakat sebelum tiba² ada penyakit kronis kek DM td tiba² gulanya 500",2026-01-06T00:12:02Z
@adyosaka2562,Kamu gk ngeroko banci looh.... Saya pikir ....banci aja ngerokok 😂😂😂.. Alhamdulillah gak ngerokok tapi... ngemil nya ampun 😢,2026-01-06T00:06:00Z
@diniempirica8257,"Dokter gia, chef juna, dokter tirta. Harus jd bintang tamu tetap sih tiap bulannya harus ada. Wkwkwk",2026-01-05T23:50:04Z
@yyyaaaaeeeee,"""dokter butuh ga dok"" SIALAN BGT DIA😭😭",2026-01-05T23:40:16Z
@yyyaaaaeeeee,LAILAHAILALLAH JEMPOL COPOOTTT😭😭,2026-01-05T23:37:11Z
@dhonadesriwulandari7894,Jempol copot itu nyata tante ku diabetes jempol nya copot sendiri dirumah,2026-01-05T23:26:03Z
@evalinagunawan,Ada yang tertarik untuk menjadikan kisah dr Gia jadi film layar lebar ga sih. .. kisah-kisahnya sangat luar biasa,2026-01-05T23:24:19Z
@mariavirginial.corebima2976,"Dari cara dia menjelaskan semuanya, kelihatan jelas dia sangat suka dengan dunia kedokteran 😂",2026-01-05T23:14:32Z
@EllaErlinda-f9l,Aturan yang anak sunat itu ktemunya sama dokter Tirta sih,2026-01-05T23:10:47Z
@arianabukangrande9617,"Skrg aku paham, ternyata nenekku dulu kena diabetes emng karena suka konsumsi gula berlebih, aku taunya dari aku inget nih dulu kalo nenekku ngasih aku itu pasti teh manis, susu kental manis tuh masih ditambahin gula, mana tiap hari lagi ngasihnya. Brarti kan ini pasti karena dia suka manis. Jdi tua nya kena diabetes, katanya diabetes bisa diturunkan, aku gatau ya ini bener atau engga, tpi kan brarti kalo aku konsumsi gula nya dibatasi dan ga berlebihan bisa dong ga diabetes?

Trus bapakku itu jena jantung, emng makanan keluargaku itu setiap hari itu berlemak dan asin, santan, gorengan, cemilan yg beli di warung tuh. Pantesan lemaknya menumpuk jadilah jantung. 

Makasih bgt bang radit udh ngundang dr.gia, apalagi pertanyaannya nih bagus bagus isinya daging semua. Semoga aku bisa ngasih tau ke keluargaku kalo kebiasaan kita bertahun tahun ini ga baik",2026-01-05T23:07:52Z
@UmarKhan-nz6ze,Entah sama pola fikir atau mngkin punya kesamaan visi misi dg bang Ade Rai... Yg pasti respect semuanya❤,2026-01-05T23:07:40Z
@asmasyarah,"Wajib harus ada ampe 10
Podcast nih sama dr gia",2026-01-05T22:48:20Z
@Dennicohartawan,Wajib part 3 sih ini. Seru banget,2026-01-05T22:16:41Z
@nanasupriatna1544,"juli 2025 saya pernah kecelakaan motor sampe dagu saya dijahit 6-7 jahitan. saya kagok dan nabrak belakang motor orang, terus nyatrok gitu kena dagu (ga tau bahasa yg bagusnya apa😭). udah pake helm kok. dan yaa ngeliat dagu kebelah gitu agak ngilu ya tapi ga ada rasa sakit. dateng ke RS terdekat, berobat, ngurus administrasi dan yauda pulang. semua dilakuin SENDIRI aja😭😆 ngebayangin moment itu rasanya campur aduk banget deh pokoknya wkwkw",2026-01-05T22:14:43Z
@Bobby-exp,"Bang ""Radit"" 
kami rindu ""dr Tirta"" 
di tahun yang baru ini.",2026-01-05T21:46:52Z
@rahmim.t.2580,Brarti cacing kayak kasusnya adek rayya yg di jawa barat itu ya 😧,2026-01-05T21:36:25Z
@Naell1898,"The best bgt penjelasan nya, gampang di mengerti orng",2026-01-05T19:01:19Z
@trisyamaritaria6250,Plis undang lagi bang radit,2026-01-05T18:31:10Z
@veandraarkanprakoso128,"Inget waktu bapak kena stroke..langsung bawa ke IGD cuman di kasih cairan infus terus menunggu sampai berjam-jam...kagak ada penanganan.😢
Kagak seperti pak de ku yang kena stroke di IGD dokternya langsung kasih tindakan.. Alhamdulillah kagak sampe lumpuh",2026-01-05T18:26:40Z
@blueberryeyes6641,"""Tangan anak kecil cepetnya melebihi kecepatan cahaya"" Real banget, anak muridku ditinggal meleng dikit, lego uda masuk dalem lubang hidung😂",2026-01-05T18:03:20Z
@5U948,W DOKTERRR🎉🎉🎉,2026-01-05T18:02:38Z
@oktadwiselvira5794,Suka bngt topik gini,2026-01-05T18:01:21Z
@restimaulidasalsabila_moj3041,"Tapi percayalah ges, di IGD emg kejadiannya diluar Nurul semua😂",2026-01-05T17:46:20Z
@diellaassyantiprimasari9065,Tp emang bener sih se seru itu jaga igd,2026-01-05T17:43:18Z
@a.n5022,"Coba rs di sini dr igd nya se care dr gia, dokter igd di sini udh merasa profesor, meriksa dengan nada ketus ,muka perwngat perengut ,gak ada penjelasqn yg penting ngasih resep obat ,rawat tidak rawat udah😂😂😂 gak d jelasin diagnosis nya gimana ,apa yg di larang ,binin muak",2026-01-05T17:41:09Z
@ferizalmuhammadirfan4053,"""masih banyak dokter yang gemuk"". HAHAHAHAHAHA",2026-01-05T17:40:46Z
@jennaiste,38:17 nyembur minuman aku😭,2026-01-05T17:40:43Z
@weweddi5672,Masa cuma sejam 😊,2026-01-05T17:25:35Z
@Latifahannisa19,Betah banget dengerin dr gia ngejelasinnnn,2026-01-05T17:19:54Z
@zukizyaikat,😂😂😂kasian dokter ngapa lucu bgt si,2026-01-05T17:11:23Z
@erikon7,"Ini sih dokter berkedok komedian. Ilmunya dapet, lawaknya jg dapet.",2026-01-05T17:04:54Z
@sariya138,"Ini baru beberapa dari sekian banyak bab yang sudah di tulis dr.Gia di buku nya Garda Detak, kalo kalian penasaran dgn cerita yang lain boleh tu baca buku nya. Aku aja sampe nangis bombaiii kok bisa melalui tulisan bisa membawa pembaca sampe selarut larut nyaa. Nagih bgt bca sampe tamat. Next mau baca buku yang lain nya🥰",2026-01-05T17:04:52Z
@uncleded283,"UNDANG ADE RAY JUGA BANG RADIT , EDUKASI NYA TENTANG KESEHATAN TUBUH JUGA SANGAT MUDAH DI MENGERTI",2026-01-05T17:03:59Z
@Namiraaqilia-s7h,"suka banget aku nonton podcastnya bikin wawasan aku tambah luas, sehat selalu dr. gia dan bang radit",2026-01-05T17:02:00Z
@erikquinz565,Lebih lucu dokter Gia daripada Pardede yak,2026-01-05T16:58:37Z
@anosvoldigoad.7530,Gak pernah ngebosenin dengerin cerita-cerita dr Gia😁,2026-01-05T16:49:58Z
@prayatta84,"""Bersyukur tinggal di indonesia"" no thanks",2026-01-05T16:49:40Z
@ekiazhari243,"Durasi nya harus 90 menit
Bagus lg klo 120 menit",2026-01-05T16:46:28Z
@tinyminibity,Suka bgt sama cara dokter gia mengedukasi... Simpel mudah di mengerti,2026-01-05T16:43:26Z
@nadyakhairunnisya,"bukan mau sok tau, tapi kalo hamil di luar nikah kebanyakan keturunannya akan ngikut juga sampe rante itu keputus. apalagi misal keturunanya itu nikah sama si cowo yg ngehamilin dia terus pas anaknya gede dan mau nikah walinya pake nama bapaknya, padahal jelas2 kalo anak nya itu anak diluar nikah binti ke ibu bukan ke bapak. sama aja kan zinah & ga sah. wallahualam.",2026-01-05T16:36:56Z
@IntanKusumaDewi-d1n,Respect Dokk. Terima kasih sudah memberikan informasi yg sangat bermanfaat terkait kesehatan. Bikin kita semua lebih aware agar bisa hidup lebih sehat. Terima kasih juga Kak Radit yang sudah memfasilitasi podcast ini ❤❤❤,2026-01-05T16:35:45Z
@azkaahmadsyah1806,Dokter ini di gabung Ama dokter Tirta bang,2026-01-05T16:09:05Z
@learningbysharing4413,One of the best podcast yg gw tonton makasih dr gia dan bang radit,2026-01-05T16:07:15Z
@candrapraweri4090,Anti santet gak tuh 😂😂😂,2026-01-05T16:07:10Z
@Hadianti_i,28:29 gua pernah baca cerita ini di treads. Ternyata ini cerita de gia,2026-01-05T16:04:20Z
@rismarizkianurdianti-arawa381,Seru pisan ❤,2026-01-05T16:02:11Z
@BeranjakGede,terimakasih dok,2026-01-05T16:00:15Z
@dianayu5604,Story tellingnya dr Gia suka banget jd ga ngantuk ga bosen malah asik seru nyimak,2026-01-05T15:58:30Z
@mahesamayy8516,12.29.. refleks pegang jempol bang wkwk,2026-01-05T15:55:52Z
@bintang4212,"SERU BANGEEET kalo podcast ngundang dokter gia, orangnya super ekspresif kalo nyeritain, dengerin sejam juga ga bosen samsek 😆",2026-01-05T15:49:47Z
@udinactiv,The Best Podcast ❤❤❤❤,2026-01-05T15:45:16Z
@Klaudiadiann,"enjoy bgt nntn nya, ga kerasa kalo durasinya 55 menit saking seru nya",2026-01-05T15:38:37Z
@fitrizulfah8344,"Makasih dok atas informasinya, ternyata dokter orang tasik😊",2026-01-05T15:33:29Z
@monyett_exp1,"44:50 itumah emang dari nenek sampe ke cucu sama sifatnya ""WANITA TIDAK BENER""",2026-01-05T15:31:06Z
@lynchiidra6202,"Dokter gia ni bener2 dokter yg ceria bgt, positif vibes bgt 😊",2026-01-05T15:29:56Z
@widyaawed4141,Seneng denger dr. Gia ngomong.. Bahasanya mudah dimengerti..,2026-01-05T15:29:43Z
@aqilthekidd,"em.. maaf lancang.. mau lagi, please? ",2026-01-05T15:21:48Z
@ErnstStuart,"Membayangkan lagi menghadapi hal yang ngenes, terlihat jijik, tapi masih bisa berpikir demi kebaikan, mnyalurkan kebaikan itu sendiri, bahkan melihat dan merasa adanya nuansa komedi dari setiap peristiwa itu, dari kasus bayi dgn tiga wanita, sampai adek dengan koin yg nyangkut, itu ngeri-ngeri lucu, jadinya, wah, salut sama pak dokter Gia. 

Bukan hanya menyelamatkan (pasien) dari satu kasus tapi masa depannya juga.

Kisahnya lebih dari bermanfaat pak Gia, karena sudah sampai menyentuh hati nurani.",2026-01-05T15:20:43Z
@RiskaAndriani-i1b,"Bener kt dr gia, masih banyak dokter yg gemuk 😂. Sering ketemu di RS jantung, dokter yg gemuk sekitar diatas 95Kg🤭 dokter suruh pasien darah tinggi utk diet, sdg kn dokternya sendiri gemuk bgt",2026-01-05T15:20:14Z
@zulkiflilida,pisikopat ni dokter haha,2026-01-05T15:19:27Z
@izzahiu,lalat ijo parkir mundur gong bngt😭,2026-01-05T15:16:16Z
@RSTweentyFive,Pak Dokter Gia tiap ngomong akhirannya selalu ada *BANG*. Kaya karakter Bago Go di film boboiboy.😅😅😅,2026-01-05T15:14:07Z
@putridwidyas,pas di sunat lucu bgt anjrrrrr,2026-01-05T15:13:55Z
@nhkreatif505,"Jika penanganan IGD seprofesional dr. GIA, pasti bnyak pasien terselamatkan.
Salam dari pasien yg pernah di tolak IGD slh satu RS gegara alsan kocak yaitu bukan pasien dokter obgyn mereka 😢",2026-01-05T15:11:50Z
@AlinkaWijaya,Lha buat gen Z yg takut hamil setelah liat podcast dokter apa gk mikir kan sekarang ada dokter klo yg dokter cerita waktu itu kan lahiran di dukun beranak😅,2026-01-05T15:06:16Z
@AlinkaWijaya,Minimal undang de.Gia sebulan sekali deh bang,2026-01-05T15:04:08Z
@selsamada9191,Plissss undang dokter gia lagiii,2026-01-05T15:01:19Z
@rezanuranbiya9507,Sizuka jayen gong siiih😭🤣,2026-01-05T15:01:02Z
@rifanyputrisyabina952,ngefans bgt sm dokter gia😭,2026-01-05T14:57:47Z
@willybagus833,What a great storyteller! Ga terasa 1 jam udah kelar aja. Teruslah berbagi cerita dan mengedukasi Dokter Gia!,2026-01-05T14:56:45Z
@putridwidyas,lucu banget pas uit uit,2026-01-05T14:50:53Z
@liavibrimarti51,"Salut dengan cara menjelaskan dr dokter Gia, adem sekali apa lagi dengan ekspresinya yg adem jg😊",2026-01-05T14:48:52Z
@prahatin5551,Next Dr. Gia again juga ga bosen dengerinnya❤,2026-01-05T14:47:45Z
@shifanisalsabila27,"Senang bgttt, semua pertanyaan ku selama ini terjawab dengan penjelasan yang seruu😆🎉",2026-01-05T14:46:51Z
@salmahp2331,"bang raditt emg flat bgt yaa ga seruu bgt ih dia jd hostnya, padahal bintang tamunya udh oke bgttt. luv dokter gia❤",2026-01-05T14:46:47Z
@nurulaprilio9995,"Terimakasihh dokter Gia, next mau coba baca buku karya dokter.. 
Dok, terimakasih sudah hidup dan hadir untuk nyelametin banyak nyawa ya, hidup lebih lama ya dok supaya habits 'dokter' yang saya takuti tumbuh karna panutan dari dokter. Bang radit & team thx you ya, plsss undang lagi durasi 2jam hahahaah ❤",2026-01-05T14:46:02Z
@aidafitri6150,❤❤❤❤,2026-01-05T14:43:49Z
@siskadewi3013,36:19 pecah ketawa gw😭,2026-01-05T14:41:47Z
@mariamagdalena8371,Klu semua dokter penjelasan gini wahh bestt dahhhh👏👏,2026-01-05T14:41:16Z
@pir-c7h,"50:26 tiap kali aku ngerasa bingung, selalu inget kata2nya aldi taher ""semua manusia di muka bumi ini bingung, nanti gak bingung kalo udah di surga""",2026-01-05T14:39:26Z
@hafsarieka7207,Dengerin dokter Gia menjelaskan seolah-olah menjadi dokter tuh gampang guys 😭,2026-01-05T14:37:52Z
@syilmaauliasyafira3141,"Lg ngebayangin bg radit ngegarap film atau series tentang IGD indo.. tp pemeran dokternya ya dr gia, dr tirta, dan dr lain yg bener bener dokterr 🥹 pasti bakalan keren bgt",2026-01-05T14:35:03Z
@ndiiapril1469,lebih banyak dong kak collab sm dr gia 🤗,2026-01-05T14:32:18Z
@arifrahman1876,"Bisanih bsok daftar kuliah dokter   ,, gampang gitu ya 😂 keserep banget dah ni ilmunya dr Gia",2026-01-05T14:30:44Z
@oktarindadwi3518,"Pdhl ytb dan tiktok sm aja, tp kok lbh enak d tiktok yah?apkh it hnya intuisi😅",2026-01-05T14:30:35Z
@marsyaa-k3,cara dokter ngejelasin gampang banget buat di pahamii jadi sukaaa bgt nontonin nyaa ❤,2026-01-05T14:27:58Z
@tortila_la7076,"Wah gila ini mahal banget, thank u bang Radit dan dr Gia 🙏",2026-01-05T14:26:50Z
@sarmilaagustin1095,Tapi😅😅😅😅😅😅😅😅😅😅😅😅,2026-01-05T14:25:56Z
@denniusbenrio1923,part 3 bangg,2026-01-05T14:23:10Z
@naurakholipa,53:46 sedihhhhhh😢😢😢,2026-01-05T14:22:24Z
@putridwidyas,ENAK BANGET NONTONNYA,2026-01-05T14:19:35Z
@anarahayu92,"Makin bersyukur jadi manusia.. masyaallah.
Terimakasih dok 😊",2026-01-05T14:19:10Z
@DeaNurfitria-o1v,Ending yg 😢😢tq dr gia❤❤❤,2026-01-05T14:18:03Z
@novalfakhri1996,"SERUU BANGET WOIII, aku yang gatau jadi tau Terima kasih dokter Gia",2026-01-05T14:12:15Z
@muhammadmuiz6517,"terimakasih dr gia atas penyampaian cerita nya yg sungguh menarikk sekali di denger nya, dan banyak juga ilmu ilmu yang bisa kita dapet dari cerita pengalaman dr gia ini, salah satu narasumber di podcast yg saya sangat suka karakter nya dan cheefull sekalii",2026-01-05T14:10:01Z
@FihikmaFitri,"dokter gia terimakasih udah mau sharing cerita-ceritanya dan jadi dokter yang bertanggung jawab, sukaaa banget kalo udah dokter gia story telling, dokter semoga sehat selalu dan lancar rezekinya yaaa, buat bang Radit terimakasih udah mau undang dokter gia lagi🫶🫶🫶",2026-01-05T14:08:28Z
@mayanurlita2181,keren bgtt,2026-01-05T13:58:26Z
@ochapurnama1287,nonton ini malem malem sambil makan martabak keju 😭,2026-01-05T13:58:17Z
@freakycheekyi,"suka banget sama penjelasan dr. Gia... mudah dipahami dan jadi nontonnnya seruuu, biasanya cuma baca via tulisan, semenjak ada di video jadi makin nyampe edukasinya.",2026-01-05T13:57:00Z
